CN,DBCode,JournalId,Publisher,JournalName,ISSN,ISBN,VolumeId,VolNo1,VolNo2,Pubyear,HoldingFlag,ArticleId,Title,Abstract,Author,FulltextFlag,AbstractFlag,PageInfo,DOI,FulltextURL,ContentURL,MobileURL,Keyword,Degree,query
NART80777074,JAFO,NJOU00011475,American Geophysical Union,Reviews of geophysics,8755-1209;1944-9208;,,116,47,1,2009,,NART80777074,State of the Antarctic and Southern Ocean climate system,"<P>This paper reviews developments in our understanding of the state of the Antarctic and Southern Ocean climate and its relation to the global climate system over the last few millennia. Climate over this and earlier periods has not been stable, as evidenced by the occurrence of abrupt changes in atmospheric circulation and temperature recorded in Antarctic ice core proxies for past climate. Two of the most prominent abrupt climate change events are characterized by intensification of the circumpolar westerlies (also known as the Southern Annular Mode) between &sim;6000 and 5000 years ago and since 1200-1000 years ago. Following the last of these is a period of major trans&#x2010;Antarctic reorganization of atmospheric circulation and temperature between A.D. 1700 and 1850. The two earlier Antarctic abrupt climate change events appear linked to but predate by several centuries even more abrupt climate change in the North Atlantic, and the end of the more recent event is coincident with reorganization of atmospheric circulation in the North Pacific. Improved understanding of such events and of the associations between abrupt climate change events recorded in both hemispheres is critical to predicting the impact and timing of future abrupt climate change events potentially forced by anthropogenic changes in greenhouse gases and aerosols. Special attention is given to the climate of the past 200 years, which was recorded by a network of recently available shallow firn cores, and to that of the past 50 years, which was monitored by the continuous instrumental record. Significant regional climate changes have taken place in the Antarctic during the past 50 years. Atmospheric temperatures have increased markedly over the Antarctic Peninsula, linked to nearby ocean warming and intensification of the circumpolar westerlies. Glaciers are retreating on the peninsula, in Patagonia, on the sub&#x2010;Antarctic islands, and in West Antarctica adjacent to the peninsula. The penetration of marine air masses has become more pronounced over parts of West Antarctica. Above the surface, the Antarctic troposphere has warmed during winter while the stratosphere has cooled year&#x2010;round. The upper kilometer of the circumpolar Southern Ocean has warmed, Antarctic Bottom Water across a wide sector off East Antarctica has freshened, and the densest bottom water in the Weddell Sea has warmed. In contrast to these regional climate changes, over most of Antarctica, near&#x2010;surface temperature and snowfall have not increased significantly during at least the past 50 years, and proxy data suggest that the atmospheric circulation over the interior has remained in a similar state for at least the past 200 years. Furthermore, the total sea ice cover around Antarctica has exhibited no significant overall change since reliable satellite monitoring began in the late 1970s, despite large but compensating regional changes. The inhomogeneity of Antarctic climate in space and time implies that recent Antarctic climate changes are due on the one hand to a combination of strong multidecadal variability and anthropogenic effects and, as demonstrated by the paleoclimate record, on the other hand to multidecadal to millennial scale and longer natural variability forced through changes in orbital insolation, greenhouse gases, solar variability, ice dynamics, and aerosols. Model projections suggest that over the 21st century the Antarctic interior will warm by 3.4&deg; ± 1&deg;C, and sea ice extent will decrease by &sim;30%. Ice sheet models are not yet adequate enough to answer pressing questions about the effect of projected warming on mass balance and sea level. Considering the potentially major impacts of a warming climate on Antarctica, vigorous efforts are needed to better understand all aspects of the highly coupled Antarctic climate system as well as its influence on the Earth's climate and oceans.</P>","Mayewski, P. A.;Meredith, M. P.;Summerhayes, C. P.;Turner, J.;Worby, A.;Barrett, P. J.;Casassa, G.;Bertler, N. A. N.;Bracegirdle, T.;Naveira Garabato, A. C.;Bromwich, D.;Campbell, H.;Hamilton, G. S.;Lyons, W. B.;Maasch, K. A.;Aoki, S.;Xiao, C.;van Ommen, Tas;",2,1,pp.2007RG000231,https://doi.org/10.1029/2007rg000231,,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=05787966&target=NART&cn=NART80777074,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=05787966&target=NART&cn=NART80777074&type=mobile,,,Antarctic climate
NART16600114,JAFO,NJOU00057601,,Clean air and environmental quality,1444-2841;;,,29,36,4,2002,,NART16600114,Antarctic Biology and Climate Change,,"Marchant, H.",0,0,pp.27,,,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=05787966&target=NART&cn=NART16600114,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=05787966&target=NART&cn=NART16600114&type=mobile,,,Antarctic climate
NART82266294,JAFO,NJOU00035209,American Geophysical Union,Eos,0096-3941;2324-9250;,,1745,91,4,2010,,NART82266294,"Understanding Antarctic Climate and Glacial History: First Antarctic Climate Evolution Symposium; Granada, Spain, 7-11 September 2009","<P>Antarctic Climate Evolution (ACE; http://www.ace.scar.org), a scientific research project of the Scientific Committee on Antarctic Research and a core International Polar Year project, held its first international symposium in Spain in September 2009. ACE's mission is to facilitate the study of Antarctic climate and glacial history through integration of numerical modeling with geophysical and geological data. Nearly 200 international scientists from the fields of climate, ocean, and ice modeling joined geologists, geophysicists, and geochemists for 5 days of intense interaction. Oral sessions were plenary and were limited to allow time for poster viewing, discussion, and workshops (http://www.acegranada2009.com/).</P>","Deconto, Rob;Escutia, Carlota;",2,1,pp.34-34,https://doi.org/10.1029/2010eo040007,,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=05787966&target=NART&cn=NART82266294,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=05787966&target=NART&cn=NART82266294&type=mobile,,,Antarctic climate
NPAP13170781,CFFO,NPRO00382498,IEEE,"Electrical, Electronics Engineering, Information and Communication Technologies (CHILECON), 2019 IEEE CHILEAN Conference on",;;,9781728131856;;,1,2019,11,2019,,NPAP13170781,Heating up Antarctic Plants - Preliminary Results of a Thermal Actuator for Antarctic Bioindicators in a Context of the Climate Change,"<P>Colobanthus Quitensis and Deschampsia Antartica are the only native vascular species of plants in the Antarctic region and are a source of interest in the climate change studies. These plants have been studied for decades and recognized as bioindicators of the climate change. The article presents preliminary studies and results of a thermal actuator, which is going to be applied in a climate change studies. The elaborated, far infrared actuator together with a control system maintains the temperature of the Antarctic plant certain delta above the ambient temperature. Since the heat transfer is based on infrared radiation a thermal model is introduced, where the parameters of the model are determined empirically approximating it using a 1-st order dynamical system. Once determined, the sytem model paremeters help to design the control strategies: Control On-Off (1) and Control PID (proportional&#x2013;integral&#x2013;derivative) (2). As a result we obtain that the control PID maintains the objects temperature with major stability than On-Off, what makes it preferable in the final application. The future works involve modeling ambiental perturbation, which affects the system and determination thermal parameters of the Antarctic plants.</P>","Gonzalez, Loreto;Guajardo, Sebastian;Reyes, Agustin;Saez, Alonso;Montanares, Mauricio;Herman, Krzysztof;Saez, Patricia;Rubio, Ernesto;Fernandez, Washington;Bravo, Leon;Sanhueza, Carolina;Palma, Alvaro;",2,1,pp.1-7,,,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=05787966&target=NPAP&cn=NPAP13170781,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=05787966&target=NPAP&cn=NPAP13170781&type=mobile,,,Antarctic climate
NART81020016,JAFO,NJOU00002680,American Geophysical Union,Geophysical research letters,0094-8276;1944-8007;,,783,42,12,2015,,NART81020016,Influence of West Antarctic Ice Sheet collapse on Antarctic surface climate,"<▼1><P><B>Abstract</B><P>Climate model simulations are used to examine the impact of a collapse of the West Antarctic Ice Sheet (WAIS) on the surface climate of Antarctica. The lowered topography following WAIS collapse produces anomalous cyclonic circulation with increased flow of warm, maritime air toward the South Pole and cold&#x2010;air advection from the East Antarctic plateau toward the Ross Sea and Marie Byrd Land, West Antarctica. Relative to the background climate, areas in East Antarctica that are adjacent to the WAIS warm, while substantial cooling (several <SUP>&#x2218;</SUP>C) occurs over parts of West Antarctica. Anomalously low isotope&#x2010;paleotemperature values at Mount Moulton, West Antarctica, compared with ice core records in East Antarctica, are consistent with collapse of the WAIS during the last interglacial period, Marine Isotope Stage 5e. More definitive evidence might be recoverable from an ice core record at Hercules Dome, East Antarctica, which would experience significant warming and positive oxygen isotope anomalies if the WAIS collapsed.</P></P></▼1><▼2><P><B>Key Points</B><P><P>Collapse of the West Antarctic Ice Sheet would change atmospheric circulation over Antarctica</P><P>WAIS collapse warms adjacent areas of East Antarctica and cools coastal Marie Byrd Land</P><P>Ice core data provide supporting evidence for WAIS collapse during the last interglacial period (MIS 5e)</P></P></P></▼2>","Steig, Eric J.;Huybers, Kathleen;Singh, Hansi A.;Steiger, Nathan J.;Ding, Qinghua;Frierson, Dargan M. W.;Popp, Trevor;White, James W. C.;",2,1,pp.4862-4868,https://doi.org/10.1002/2015gl063861,,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=05787966&target=NART&cn=NART81020016,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=05787966&target=NART&cn=NART81020016&type=mobile,,,Antarctic climate
NPAP07299065,CFFO,NPRO00271526,,Forum on the sub-Antarctic,;;,,1,2007,,2007,,NPAP07299065,Climate and climate change in the sub-Antarctic,,"Pendlebury, S.F.;Barnes-Keoghan, I.P.;",0,0,pp.67-82,,,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=05787966&target=NPAP&cn=NPAP07299065,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=05787966&target=NPAP&cn=NPAP07299065&type=mobile,,,Antarctic climate
NART51885560,JAFO,NJOU00005456,Cambridge University Press,Antarctic science,0954-1020;1365-2079;,,88,21,6,2009,,NART51885560,Antarctic climate change and the environment,"<B>Abstract</B><P>The Antarctic climate system varies on timescales from orbital, through millennial to sub-annual, and is closely coupled to other parts of the global climate system. We review these variations from the perspective of the geological and glaciological records and the recent historical period from which we have instrumental data (&sim;the last 50 years). We consider their consequences for the biosphere, and show how the latest numerical models project changes into the future, taking into account human actions in the form of the release of greenhouse gases and chlorofluorocarbons into the atmosphere. In doing so, we provide an essential Southern Hemisphere companion to the Arctic Climate Impact Assessment.</P>","Convey, P.;Bindschadler, R.;di Prisco, G.;Fahrbach, E.;Gutt, J.;Hodgson, D.A.;Mayewski, P.A.;Summerhayes, C.P.;Turner, J.;",2,1,pp.541-563,http://dx.doi.org/10.1017/S0954102009990642,,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=05787966&target=NART&cn=NART51885560,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=05787966&target=NART&cn=NART51885560&type=mobile,,,Antarctic climate
NART58292001,JAFO,NJOU00020298,,Global change biology,1354-1013;1365-2486;,,170,18,1,2012,,NART58292001,Radiocarbon bomb spike reveals biological effects of Antarctic climate change,"<P><B>Abstract</B></P><P>The Antarctic has experienced major changes in temperature, wind speed and stratospheric ozone levels during the last 50？years. However, until recently continental Antarctica appeared to be little impacted by climate warming, thus biological changes were predicted to be relatively slow. Detecting the biological effects of Antarctic climate change has been hindered by the paucity of long&#8208;term data sets, particularly for organisms that have been exposed to these changes throughout their lives. We show that radiocarbon signals are preserved along shoots of the dominant Antarctic moss flora and use these to determine accurate growth rates over a period of several decades, allowing us to explore the influence of environmental variables on growth and providing a dramatic demonstration of the effects of climate change. We have generated detailed 50&#8208;year growth records for <I>C</I><I>eratodon purpureus</I> and three other Antarctic moss species using the 1960s radiocarbon bomb spike. Our growth rate and stable carbon isotope (&delta;<SUP>13</SUP>C) data show that <I>C</I><I>. purpureus</I>&rsquo; growth rates are correlated with key climatic variables, and furthermore that the observed effects of climate variation on growth are mediated through changes in water availability. Our results indicate the timing and balance between warming, high&#8208;wind speeds and elevated UV fluxes may determine the fate of these mosses and the associated communities that form oases of Antarctic biodiversity.</P>","Clarke, Laurence J.;Robinson, Sharon A.;Hua, Quan;Ayre, David J.;Fink, David;",2,1,pp.301-310,http://dx.doi.org/10.1111/j.1365-2486.2011.02560.x,,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=05787966&target=NART&cn=NART58292001,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=05787966&target=NART&cn=NART58292001&type=mobile,Antarctic moss . climate change . growth rate . ozone depletion . radiocarbon . stable isotopes . Vestfold Hills . water availability . Windmill Islands,,Antarctic climate
NPAP05100513,CFFO,NPRO00229201,,Global warming and the next ice age,;;,,1,2001,,2001,,NPAP05100513,Antarctic Snow and Global Climate,,"Granberg, H. B.",0,0,pp.81-84,,,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=05787966&target=NPAP&cn=NPAP05100513,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=05787966&target=NPAP&cn=NPAP05100513&type=mobile,,,Antarctic climate
NART72161091,JAFO,NJOU00013592,,Geography review,0950-7035;;,,132,28,4,2015,,NART72161091,Climate change in the Antarctic Peninsula,,"Davies,  Bethan",0,0,pp.22-25,,,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=05787966&target=NART&cn=NART72161091,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=05787966&target=NART&cn=NART72161091&type=mobile,,,Antarctic climate
NART78274102,JAFO,NJOU00001983,"Nature Publishing Group, a division of Macmillan Publishers Limited. All Rights Reserved.",Nature,0028-0836;1476-4687;,,7962,547,7661,2017,,NART78274102,Climate change drives expansion of Antarctic ice-free habitat,"Antarctic terrestrial biodiversity occurs almost exclusively in ice-free areas that cover less than 1% of the continent. Climate change will alter the extent and configuration of ice-free areas, yet the distribution and severity of these effects remain unclear. Here we quantify the impact of twenty-first century climate change on ice-free areas under two Intergovernmental Panel on Climate Change (IPCC) climate forcing scenarios using temperature-index melt modelling. Under the strongest forcing scenario, ice-free areas could expand by over 17,000&thinsp;km<SUP>2</SUP> by the end of the century, close to a 25% increase. Most of this expansion will occur in the Antarctic Peninsula, where a threefold increase in ice-free area could drastically change the availability and connectivity of biodiversity habitat. Isolated ice-free areas will coalesce, and while the effects on biodiversity are uncertain, we hypothesize that they could eventually lead to increasing regional-scale biotic homogenization, the extinction of less-competitive species and the spread of invasive species.","Lee, Jasmine R.;Raymond, Ben;Bracegirdle, Thomas J.;Chad&egrave;s, Iadine;Fuller, Richard A.;Shaw, Justine D.;Terauds, Aleks;",2,1,pp.49-54,http://dx.doi.org/10.1038/nature22996,,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=05787966&target=NART&cn=NART78274102,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=05787966&target=NART&cn=NART78274102&type=mobile,,,Antarctic climate
NART51982688,JAFO,NJOU00005213,Blackwell Publishing Ltd,Geophysical journal international,0956-540x;1365-246x;,,276,180,2,2010,,NART51982688,Gravity variations induced by core flows,"<P>SUMMARY</P><P>The temporal variation in the density structure associated with convective motions in the outer core causes a change in the Earth's gravity field. Core flows also lead to a gravity change through the global elastic deformations that accompany changes in the non-hydrostatic pressure at the core&ndash;mantle boundary (CMB). In this work, we present predictions of the gravity changes from these two processes during the past century. These predictions are built on the basis of flows at the surface of the core that are reconstructed from the observed geomagnetic secular variation. The pressure-induced gravity variations can be reconstructed directly from surface core flows under the assumption of tangential geostrophy; predicted variations in the Stokes coefficients of degree 2, 3 and 4 are of the order of 10<SUP>&minus;11</SUP>, 3 &times; 10<SUP>&minus;12</SUP> and 10<SUP>&minus;12</SUP>, respectively, with a typical timescale of a few decades. These correspond to changes in gravity of 70, 30 and 15 nGal, and to equivalent geoid height variations of 0.15, 0.05 and 0.02 mm, respectively. The density-induced gravity variations cannot be determined solely from surface core flows, though a partial recovery is possible if flows with important axial gradients dominate the dynamics at decadal timescales. If this is the case, the density-induced gravity signal is of similar amplitude and generally anti-correlated with the pressure-induced signal, thus reducing the overall amplitude of the gravity changes. However, because we expect decadal flows to be predominantly axially invariant, the amplitude of the density-induced gravity changes should be much smaller. Our prediction also allows to determine upper bounds in pressure change at the CMB and density change within the core that have taken place during the past 20 yr such that observed gravity variations are not exceeded; for harmonic degree 2, we find a maximum pressure change of approximately 350 Pa and a maximum departure from hydrostatic density of approximately 1 part in 10<SUP>7</SUP>. Although the predicted gravity changes from core flows are small, they are at the threshold of detectability with high-precision gravity measurements from satellite missions such as GRACE. The most important challenge to identifying a core signal will be the removal of interannual gravity variations caused by surface processes which are an order of magnitude larger and mask the core signal.</P>","Dumberry, Mathieu",2,1,pp.635-650,http://dx.doi.org/10.1111/j.1365-246X.2009.04437.x,,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=05787966&target=NART&cn=NART51982688,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=05787966&target=NART&cn=NART51982688&type=mobile,"Gravity anomalies and Earth structure . Time variable gravity . Dynamo: theories and simulations . Core, outer core and inner core",,gravity core
ART002275429,JAKO,,한국공업화학회,Journal of Industrial and Engineering Chemistry,;;,,,54,0,2017,,ART002275429,Green strategy to produce large core–shell affinity beads for gravity-driven API purification processes,"In this work, Molecular Imprinted Polymers (MIPs)-layered silica beads which have affinity for a model pharmaceutical impurity, acetamide (ACET) were developed using supercritical carbon dioxide (scCO2) technology. Silica beads were first functionalized using two different green strategies, grafting to (MPS/ EtOH in scCO2) and grafting from (plasma technology). These core beads were then used as seed particles in the synthesis, in scCO2 of a MIP layer. Dynamic binding tests were performed in order to evaluate the affinity of the resulting silica core – MIP shell beads to ACET and the efficiency of its removal from an active pharmaceutical ingredient – Beclomomethasone dipropionate (API) crude mixture. ACET was preferentially retained over analogue molecules, benzamide (BENZ) and pivalamide (PIV). The core–shell MIP beads were packed in a SPE column (396.5 mg in a 3 mL SPE tube) and evaluated as a potential gravity-driven purification device, enabling the removal of 100% of ACET whilst losing only 0.37% of API from a model mixture solution—10 mL of ACET and API (0.25 mg mL1 + 3.5 mg mL1).",Raquel Viveiros;Francisco M. Dias;Luisa B. Maia;William Heggie;Teresa Casimiro;,0,0,pp.341-349,,,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=05787966&target=NART&cn=ART002275429,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=05787966&target=NART&cn=ART002275429&type=mobile,,,gravity core
NART71014894,JAFO,NJOU00000538,,Reinforced plastics,0034-3617;;,,11,40,9,1996,,NART71014894,Core allows low gravity laminates,,,2,0,pp.21-21,http://dx.doi.org/10.1016/S0034-3617(96)92252-3,,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=05787966&target=NART&cn=NART71014894,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=05787966&target=NART&cn=NART71014894&type=mobile,,,gravity core
NART118750044,JAFO,NJOU00004364,Springer Netherlands,Surveys in geophysics,0169-3298;1573-0956;,,1195,43,1,2022,,NART118750044,Gravity Variations and Ground Deformations Resulting from Core Dynamics,"<P><B>Abstract</B></P><P>Fluid motion within the Earth&rsquo;s liquid outer core leads to internal mass redistribution. This occurs through the advection of density anomalies within the volume of the liquid core and by deformation of the solid boundaries of the mantle and inner core which feature density contrasts. It also occurs through torques acting on the inner core reorienting its non-spherical shape. These in situ mass changes lead to global gravity variations, and global deformations (inducing additional gravity variations) occur in order to maintain the mechanical equilibrium of the whole Earth. Changes in Earth&rsquo;s rotation vector (and thus of the global centrifugal potential) induced by core flows are an additional source of global deformations and associated gravity changes originating from core dynamics. Here, we review how each of these different core processes operates, how gravity changes and ground deformations from each could be reconstructed, as well as ways to estimate their amplitudes. Based on our current understanding of core dynamics, we show that, at spherical harmonic degree 2, core processes contribute to gravity variations and ground deformations that are approximately a factor 10 smaller than those observed and caused by dynamical processes within the fluid layers at the Earth&rsquo;s surface. The larger the harmonic degree, the smaller is the contribution from the core. Extracting a signal of core origin requires the accurate removal of all contributions from surface processes, which remains a challenge.</P><P><B>Article Highlights</B></P><P><P>Dynamical processes in Earth's fluid core lead to global gravity variations and surface ground deformations</P><P>We review how these processes operate, how signals of core origin can be reconstructed and estimate their amplitudes</P><P>Core signals are a factor 10 smaller than the observed signals; extracting a signal of core origin remains a challenge</P></P>","Dumberry, Mathieu;Mandea, Mioara;",2,1,pp.5-39,https://doi.org/10.1007/s10712-021-09656-2,,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=05787966&target=NART&cn=NART118750044,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=05787966&target=NART&cn=NART118750044&type=mobile,Gravity changes . Ground deformations . Core dynamics . Earth rotation,,gravity core
NART121927397,JAFO,NJOU00565819,American Geophysical Union,Earth and space science,;2333-5084;,,96,9,11,2022,,NART121927397,The Gravity Signal of Mercury's Inner Core,"<▼1><P><B>Abstract</B><P>In a reference frame rotating with Mercury's mantle and crust, the inner core and fluid core precess in a retrograde sense with a period of 58.646 days. The precession of a triaxial inner core with a different density than the fluid core induces a periodic gravity variation of degree 2, order 1. Elastic deformations from the pressure that the precessing fluid core exerts on the core&#x2010;mantle boundary also contribute to this gravity signal. We show that the periodic change in Stokes coefficients &Delta;<I>C</I>21 and &Delta;<I>S</I>21 for this signal of internal origin is of the order of 10<SUP>&#x2212;10</SUP>, similar in magnitude to the signal from solar tides. The relative contribution from the inner core increases with inner core radius and with the amplitude of its tilt angle with respect to the mantle. The latter depends on the strength of electromagnetic coupling at the inner core boundary which in turn depends on the radial magnetic field <I>B</I><I>r</I>; a larger <I>B</I><I>r</I> generates a larger tilt. The inner core signal features a contrast between &Delta;<I>C</I>21 and &Delta;<I>S</I>21 due to its triaxial shape, discernible for an inner core radius >500 km if <I>B</I><I>r</I> > 0.1 mT, or for an inner core radius >1100 km if <I>B</I><I>r</I> < 0.01 mT. A detection of this contrast would confirm the presence of an inner core and place constraints on its size and the strength of the internal magnetic field. These would provide key constraints for the thermal evolution of Mercury and for its dynamo mechanism.</P></P></▼1><▼2><P><B>Plain Language Summary</B><P>Cooling over time should have led to the solidification of the central part of the fluid metallic cores in many of the rocky planets and moons of our solar system. However, we do not have firm evidence for the presence of a solid inner core in any planetary body other than Earth. In this study, we present a method that would permit a possible detection of Mercury's solid inner core. The idea exploits Mercury's rotational state: as seen by an observer on Mercury's crust, the solid inner core executes a retrograde precession motion at a period of 58.646 days. Since there is a density contrast at the interface between the solid and fluid core, this precession motion induces a time&#x2010;dependent gravity signal. A future satellite mission that could measure the gravity field of Mercury with sufficient precision could detect this signal, and confirm the presence of a central, solid inner core. Not only would this constitute a first in our solar system, it would also provide key constraints on the thermal evolution of Mercury and on the generation of its magnetic field.</P></P></▼2><▼3><P><B>Key Points</B><P><P>The 58.646&#x2010;day precession of Mercury's fluid and solid cores induce a periodic change in gravity coefficients <I>C</I>21 and <I>S</I>21 of &sim;10<SUP>&#x2212;10</SUP></P><P>The amplitudes of <I>C</I>21 and <I>S</I>21 depend on inner core size and radial magnetic field strength <I>B</I><I>r</I> inside the core</P><P>Measuring a difference between <I>C</I>21 and <I>S</I>21 would confirm the presence of a solid inner core and constrain both its size and <I>B</I><I>r</I></P></P></P></▼3>","Dumberry, Mathieu",2,1,pp.e2022EA002344,https://doi.org/10.1029/2022ea002344,,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=05787966&target=NART&cn=NART121927397,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=05787966&target=NART&cn=NART121927397&type=mobile,,,gravity core
NART17420094,JAFO,NJOU00027915,Pergamon Press,"Deep-sea research. Part A, Oceanographic research papers",0198-0149;;,,47,29,11,1982,,NART17420094,Gravity core shortening and pore water chemical gradients,"Profiles of pore water alkalinity and dissolved Fe, Mn, and PO<SUB>4</SUB><SUP>-3</SUP> were obtained for virtually undisturbed box cores and for gravity cores taken at the same stations. Linear alkalinity gradients in the box cores were preserved in the gravity cores, but the steepened gradients in the gravity cores indicate significant shortening. The ratio of the alkalinity gradients provides a measure of the degree of shortening. The relative shortening could also be clearly seen in the Mn, Fe, and PO<SUB>4</SUB><SUP>-3</SUP> profiles. We observed virtually no compaction and a linear shortening. The results agree with the mechanism proposed in early studies on gravity corer behaviour, namely the stretching of the sediment in advance of the corer and the recovery of a thinner section of sediment than the in situ interval. We observed no noticeable differences in pore water chemistry between box and gravity core samples, only the increased gradients due to thinning. The shortening (or thinning) factor at individual stations varied between 1.4 and 3.4, however, and for precise work it is suggested that a concurrent box core or other independent measures of the in situ gradients be obtained to correct for the true shortening.","Lebel, J.;Silverberg, N.;Sundby, B.;",2,1,pp.1365-1372,http://dx.doi.org/10.1016/0198-0149(82)90014-0,,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=05787966&target=NART&cn=NART17420094,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=05787966&target=NART&cn=NART17420094&type=mobile,,,gravity core
NART65130068,JAFO,NJOU00004559,Proceedings of the National Academy of Sciences,Proceedings of the National Academy of Sciences of the United States of America,0027-8424;1091-6490;,,1942,109,47,2012,,NART65130068,Fluctuating gravity of Earth’s core,,"Stevenson, David J.",2,0,pp.19039-19040,https://doi.org/10.1073/pnas.1216731109,,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=05787966&target=NART&cn=NART65130068,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=05787966&target=NART&cn=NART65130068&type=mobile,,,gravity core
NART00698719,JAFO,NJOU00005221,AGU AMERICAN GEOPHYSICAL UNION,Geophysical monograph,0065-8448;;,,3,72,,1992,,NART00698719,Core Dynamics and Surface Gravity Changes,,"Hinderer, J.;Crossley, D.;",0,0,pp.1,,,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=05787966&target=NART&cn=NART00698719,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=05787966&target=NART&cn=NART00698719&type=mobile,,,gravity core
NART26147265,JAFO,NJOU00000411,Wiley (Blackwell Publishing),Limnology and oceanography,0024-3590;1939-5590;,,250,36,7,1991,,NART26147265,Smearing of gravity core profiles in soft sediments,"<P>Gravity coring of soft sediments can result in smearing of sediment between adjacent vertical sections in a core. We have quantified this artifact in a laboratory experiment with soft, highly porous gyttja using radiotracers to label the surface of the sediments. After coring, extrusion, and sectioning, the radiotracers were measured down to 5 cm in inner core sections and to 10 cm in outer core sections. We have estimated the impact of smearing on the interpretation of concentration&#x2010;depth profiles, and gradients calculated from smeared profiles can be less than those occurring in situ in the sediments. This effect seems most pronounced near the mud- water interface. We have simulated radionuclide profiles in sediments from Chernobyl fallout (e.g. <SUP>134</SUP>Cs) and natural emissions (e.g. <SUP>210</SUP>Pb) to examine this problem. Concentration gradients of these radionuclides and of other contaminants used to establish geochronologies can be altered significantly depending on sediment type. A tracer layered on the surface of the sediments can be used to quantitate smearing effects, and corrections can then be made to concentration&#x2010;depth profiles.</P>","Chant, L. A.;Cornett, R. J.;",2,1,pp.1492-1498,https://doi.org/10.4319/lo.1991.36.7.1492,,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=05787966&target=NART&cn=NART26147265,http://click.ndsl.kr/servlet/OpenAPIDetailView?keyValue=05787966&target=NART&cn=NART26147265&type=mobile,,,gravity core
